Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Discount tier 1 (min qty) (product.metafields.custom.discount_tier1_qty),Discount tier 2 (min qty) (product.metafields.custom.discount_tier2_qty),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Scent (product.metafields.shopify.scent),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
power-screen-flame-mango,"powër screen flame / mango, pack of 2","<p class=""s13""><span class=""s4"">powër screen</span><span class=""s4""> is a fragranced urinal screen designed to minimize urine splashes with its <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured </span><span class=""s4"">from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual release for up to 30 days, making it ideal for monthly urinal maintenance.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">powër screen</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, </span><span class=""s4"">ensuring</span><span class=""s4""> 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in a</span><span class=""s4"">n eco-friendly</span><span class=""s4""> cell</span><span class=""s4"">ophane</span><span class=""s4""> bag, ensuring an environmentally responsible solution.</span></p>
<p class=""s14""><strong><span class=""s2"">powër screen</span><span class=""s2""> delivers effective odor control, hygiene protection, and an eco-conscious design for restroom maintenance.</span></strong></p>
<p class=""s14""><span> </span></p>
<p class=""s14""><span class=""s2"">Key b</span><span class=""s2"">enefits:</span></p>
<ul>
<li class=""s15""><span class=""s4"">Patented anti-splash bristles to help protect users from unwanted splashback and keep surrounding area cleaner</span></li>
<li class=""s15"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually for up to 30 days</span>
</li>
<li class=""s15""><span class=""s4"">Ideal for monthly urinal maintenance</span></li>
<li class=""s15""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s15""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s15"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly </span><span class=""s4"">water sources</span>
</li>
<li class=""s15""><span class=""s4"">Suitable for waterless urinals</span></li>
<li class=""s15""><span class=""s4"">Flexible shape fits almost all types of urinals</span></li>
<li class=""s15""><span class=""s4"">Design that enhances any restroom</span></li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s15""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,PWR-8BM,140.0,shopify,978,deny,manual,9.98,,true,true,2.0,item,1,item,PWR-8BM,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-8BM-V1.jpg?v=1775132713,1,"",false,,,1746,,,,new,,,,,,,5,10,,,,,,flame,,mango,,,,,,g,,,active
power-screen-flame-mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-8BM-V5.jpg?v=1775132711,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-flame-mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-8BM-V3.jpg?v=1775132714,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-flame-mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-8BM-V4.jpg?v=1775132711,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-flame-mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-8BM-V2.jpg?v=1775132706,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-black-mint,"powër screen black / mint, pack of 2","<p class=""s13""><span class=""s4"">powër screen</span><span class=""s4""> is a fragranced urinal screen designed to minimize urine splashes with its <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured </span><span class=""s4"">from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual release for up to 30 days, making it ideal for monthly urinal maintenance.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">powër screen</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, </span><span class=""s4"">ensuring</span><span class=""s4""> 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in a</span><span class=""s4"">n eco-friendly</span><span class=""s4""> cell</span><span class=""s4"">ophane</span><span class=""s4""> bag, ensuring an environmentally responsible solution.</span></p>
<p class=""s14""><strong><span class=""s2"">powër screen</span><span class=""s2""> delivers effective odor control, hygiene protection, and an eco-conscious design for restroom maintenance.</span></strong></p>
<p class=""s14""><span> </span></p>
<p class=""s14""><span class=""s2"">Key b</span><span class=""s2"">enefits:</span></p>
<ul>
<li class=""s15""><span class=""s4"">Patented anti-splash bristles to help protect users from unwanted splashback and keep surrounding area cleaner</span></li>
<li class=""s15"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually for up to 30 days</span>
</li>
<li class=""s15""><span class=""s4"">Ideal for monthly urinal maintenance</span></li>
<li class=""s15""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s15""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s15"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly </span><span class=""s4"">water sources</span>
</li>
<li class=""s15""><span class=""s4"">Suitable for waterless urinals</span></li>
<li class=""s15""><span class=""s4"">Flexible shape fits almost all types of urinals</span></li>
<li class=""s15""><span class=""s4"">Design that enhances any restroom</span></li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s15""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,PWR-7BK,140.0,shopify,585,deny,manual,9.98,,true,true,2.0,item,1,item,PWR-7BK,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-7BK-V1.jpg?v=1775132709,1,"",false,,,1746,,,,new,,,,,,,5,10,,,,,,black-mint,,mint,,,,,,g,,,active
power-screen-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-7BK-V5.jpg?v=1775132707,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-7BK-V3.jpg?v=1775132711,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-7BK-V4.jpg?v=1775132707,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-7BK-V2.jpg?v=1775132701,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-clear-tropical-fruit,"powër screen clear / tropical fruit, pack of 2","<p class=""s13""><span class=""s4"">powër screen</span><span class=""s4""> is a fragranced urinal screen designed to minimize urine splashes with its <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured </span><span class=""s4"">from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual release for up to 30 days, making it ideal for monthly urinal maintenance.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">powër screen</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, </span><span class=""s4"">ensuring</span><span class=""s4""> 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in a</span><span class=""s4"">n eco-friendly</span><span class=""s4""> cell</span><span class=""s4"">ophane</span><span class=""s4""> bag, ensuring an environmentally responsible solution.</span></p>
<p class=""s14""><strong><span class=""s2"">powër screen</span><span class=""s2""> delivers effective odor control, hygiene protection, and an eco-conscious design for restroom maintenance.</span></strong></p>
<p class=""s14""><span> </span></p>
<p class=""s14""><span class=""s2"">Key b</span><span class=""s2"">enefits:</span></p>
<ul>
<li class=""s15""><span class=""s4"">Patented anti-splash bristles to help protect users from unwanted splashback and keep surrounding area cleaner</span></li>
<li class=""s15"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually for up to 30 days</span>
</li>
<li class=""s15""><span class=""s4"">Ideal for monthly urinal maintenance</span></li>
<li class=""s15""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s15""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s15"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly </span><span class=""s4"">water sources</span>
</li>
<li class=""s15""><span class=""s4"">Suitable for waterless urinals</span></li>
<li class=""s15""><span class=""s4"">Flexible shape fits almost all types of urinals</span></li>
<li class=""s15""><span class=""s4"">Design that enhances any restroom</span></li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s15""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,PWR-6C,140.0,shopify,672,deny,manual,9.98,,true,true,2.0,item,1,item,PWR-6C,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-6C-V1.jpg?v=1775132701,1,"",false,,,1746,,,,new,,,,,,,5,10,,,,,,clear-tropical-fruit,,tropical-fruit,,,,,,g,,,active
power-screen-clear-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-6C-V5.jpg?v=1775132703,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-clear-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-6C-V3.jpg?v=1775132706,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-clear-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-6C-V4.jpg?v=1775132706,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-clear-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-6C-V2.jpg?v=1775132697,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-orange-tropical-fruit,"powër screen orange / tropical fruit, pack of 2","<p class=""s13""><span class=""s4"">powër screen</span><span class=""s4""> is a fragranced urinal screen designed to minimize urine splashes with its <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured </span><span class=""s4"">from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual release for up to 30 days, making it ideal for monthly urinal maintenance.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">powër screen</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, </span><span class=""s4"">ensuring</span><span class=""s4""> 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in a</span><span class=""s4"">n eco-friendly</span><span class=""s4""> cell</span><span class=""s4"">ophane</span><span class=""s4""> bag, ensuring an environmentally responsible solution.</span></p>
<p class=""s14""><strong><span class=""s2"">powër screen</span><span class=""s2""> delivers effective odor control, hygiene protection, and an eco-conscious design for restroom maintenance.</span></strong></p>
<p class=""s14""><span> </span></p>
<p class=""s14""><span class=""s2"">Key b</span><span class=""s2"">enefits:</span></p>
<ul>
<li class=""s15""><span class=""s4"">Patented anti-splash bristles to help protect users from unwanted splashback and keep surrounding area cleaner</span></li>
<li class=""s15"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually for up to 30 days</span>
</li>
<li class=""s15""><span class=""s4"">Ideal for monthly urinal maintenance</span></li>
<li class=""s15""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s15""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s15"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly </span><span class=""s4"">water sources</span>
</li>
<li class=""s15""><span class=""s4"">Suitable for waterless urinals</span></li>
<li class=""s15""><span class=""s4"">Flexible shape fits almost all types of urinals</span></li>
<li class=""s15""><span class=""s4"">Design that enhances any restroom</span></li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s15""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,PWR-4O,140.0,shopify,1039,deny,manual,9.98,,true,true,2.0,item,1,item,PWR-4O,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-4O-V1.jpg?v=1775132714,1,"",false,,,1746,,,,new,,,,,,,5,10,,,,,,orange-tropical-fruit,,tropical-fruit,,,,,,g,,,active
power-screen-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-4O-V5.jpg?v=1775132710,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-4O-V3.jpg?v=1775132712,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-4O-V4.jpg?v=1775132711,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-4O-V2.jpg?v=1775132701,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-blue-fresh,"powër screen blue / fresh, pack of 2","<p class=""s13""><span class=""s4"">powër screen</span><span class=""s4""> is a fragranced urinal screen designed to minimize urine splashes with its <meta charset=""utf-8"">patented bristle system (Sealed Bristles Technology™), designed to deliver a cleaner, more comfortable experience by minimizing urine splashback and unpleasant odors. </span><span class=""s4"">Manufactured </span><span class=""s4"">from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual release for up to 30 days, making it ideal for monthly urinal maintenance.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic</span><span class=""s4"">, </span><span class=""s4"">powër screen</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, </span><span class=""s4"">ensuring</span><span class=""s4""> 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in a</span><span class=""s4"">n eco-friendly</span><span class=""s4""> cell</span><span class=""s4"">ophane</span><span class=""s4""> bag, ensuring an environmentally responsible solution.</span></p>
<p class=""s14""><strong><span class=""s2"">powër screen</span><span class=""s2""> delivers effective odor control, hygiene protection, and an eco-conscious design for restroom maintenance.</span></strong></p>
<p class=""s14""><span> </span></p>
<p class=""s14""><span class=""s2"">Key b</span><span class=""s2"">enefits:</span></p>
<ul>
<li class=""s15""><span class=""s4"">Patented anti-splash bristles to help protect users from unwanted splashback and keep surrounding area cleaner</span></li>
<li class=""s15"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually for up to 30 days</span>
</li>
<li class=""s15""><span class=""s4"">Ideal for monthly urinal maintenance</span></li>
<li class=""s15""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s15""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s15"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly </span><span class=""s4"">water sources</span>
</li>
<li class=""s15""><span class=""s4"">Suitable for waterless urinals</span></li>
<li class=""s15""><span class=""s4"">Flexible shape fits almost all types of urinals</span></li>
<li class=""s15""><span class=""s4"">Design that enhances any restroom</span></li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s15""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,PWR-3B,140.0,shopify,1631,deny,manual,9.98,,true,true,2.0,item,1,item,PWR-3B,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-3B-V1.jpg?v=1775132713,1,"",false,,,1746,,,,new,,,,,,,5,10,,,,,,blue-fresh,,fresh,,,,,,g,,,active
power-screen-blue-fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-3B-V5.jpg?v=1775132710,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-blue-fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-3B-V3.jpg?v=1775132714,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-screen-blue-fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/PWR-3B-V4.jpg?v=1775132711,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
